Frequency (Hz),FFT Magnitude (dB)
896.99,-79.564
897.67,-80.083
898.34,-80.213
899.01,-80.353
899.68,-79.615
900.36,-79.590
901.03,-79.633
901.70,-78.836
902.38,-78.382
903.05,-79.028
903.72,-78.867
904.39,-78.159
905.07,-79.249
905.74,-77.759
906.41,-78.448
907.09,-79.305
907.76,-77.643
908.43,-79.224
909.10,-77.929
909.78,-78.047
910.45,-77.593
911.12,-77.017
911.80,-78.195
912.47,-76.739
913.14,-78.132
913.82,-78.663
914.49,-76.822
915.16,-78.019
915.83,-78.236
916.51,-78.702
917.18,-78.231
917.85,-77.630
918.53,-77.140
919.20,-75.315
919.87,-76.842
920.54,-76.370
921.22,-77.129
921.89,-76.528
922.56,-76.523
923.24,-76.373
923.91,-75.802
924.58,-77.116
925.25,-77.105
925.93,-75.746
926.60,-75.761
927.27,-75.786
927.95,-75.250
928.62,-75.670
929.29,-72.124
929.97,-71.944
930.64,-74.160
931.31,-76.643
931.98,-74.366
932.66,-74.812
933.33,-75.032
934.00,-74.219
934.68,-75.438
935.35,-75.056
936.02,-74.840
936.69,-72.960
937.37,-75.131
938.04,-73.768
938.71,-74.192
939.39,-73.937
940.06,-72.455
940.73,-73.934
941.40,-72.338
942.08,-72.757
942.75,-72.377
943.42,-74.299
944.10,-74.496
944.77,-72.187
945.44,-72.199
946.12,-72.204
946.79,-72.804
947.46,-73.223
948.13,-72.623
948.81,-72.010
949.48,-71.896
950.15,-69.362
950.83,-71.356
951.50,-71.474
952.17,-71.360
952.84,-71.257
953.52,-70.284
954.19,-70.651
954.86,-70.627
955.54,-70.347
956.21,-70.872
956.88,-71.110
957.55,-69.480
958.23,-69.720
958.90,-71.033
959.57,-69.166
960.25,-70.565
960.92,-69.568
961.59,-70.335
962.27,-69.649
962.94,-69.590
963.61,-69.683
964.28,-70.981
964.96,-69.523
965.63,-69.971
966.30,-70.808
966.98,-71.132
967.65,-70.368
968.32,-70.595
968.99,-70.796
969.67,-68.943
970.34,-70.247
971.01,-70.849
971.69,-69.805
972.36,-70.456
973.03,-70.264
973.70,-70.266
974.38,-70.840
975.05,-71.055
975.72,-71.160
976.40,-70.904
977.07,-70.605
977.74,-70.877
978.41,-72.456
979.09,-70.472
979.76,-70.828
980.43,-71.344
981.11,-70.824
981.78,-70.557
982.45,-70.843
983.13,-72.237
983.80,-71.928
984.47,-72.975
985.14,-72.558
985.82,-71.686
986.49,-71.785
987.16,-72.935
987.84,-72.144
988.51,-72.743
989.18,-72.817
989.85,-73.148
990.53,-74.499
991.20,-72.553
991.87,-74.227
992.55,-74.412
993.22,-73.968
993.89,-73.220
994.56,-74.351
995.24,-74.728
995.91,-73.485
996.58,-74.677
997.26,-74.807
997.93,-74.993
998.60,-74.163
999.28,-74.627
999.95,-74.252
1000.62,-75.104
1001.29,-75.589
1001.97,-75.672
1002.64,-73.808
1003.31,-74.938
1003.99,-76.511
1004.66,-74.263
1005.33,-76.025
1006.00,-75.495
1006.68,-74.935
1007.35,-76.030
1008.02,-75.664
1008.70,-75.894
1009.37,-76.029
1010.04,-74.887
1010.71,-74.293
1011.39,-76.591
1012.06,-77.748
1012.73,-77.727
1013.41,-76.480
1014.08,-76.849
1014.75,-77.022
1015.43,-77.779
1016.10,-77.677
1016.77,-78.082
1017.44,-76.536
1018.12,-77.578
1018.79,-78.240
1019.46,-79.220
1020.14,-78.150
1020.81,-78.774
1021.48,-78.233
1022.15,-77.113
1022.83,-79.024
1023.50,-78.630
1024.17,-78.397
1024.85,-77.408
1025.52,-77.791
1026.19,-78.096
1026.86,-78.768
1027.54,-80.344
1028.21,-79.820
1028.88,-78.528
1029.56,-78.187
1030.23,-78.403
1030.90,-79.422
